LASRD940000000000006	Local Area Unemployment Statistics	Labor Force: West region (S)	West region	M	06	S
LASST010000000000003	Local Area Unemployment Statistics	Unemployment Rate: Alabama (S)	Alabama	A	03	S
LASST010000000000004	Local Area Unemployment Statistics	Unemployment: Alabama (S)	Alabama	A	04	S
LASST010000000000005	Local Area Unemployment Statistics	Employment: Alabama (S)	Alabama	A	05	S
LASST010000000000006	Local Area Unemployment Statistics	Labor Force: Alabama (S)	Alabama	A	06	S
LASST020000000000003	Local Area Unemployment Statistics	Unemployment Rate: Alaska (S)	Alaska	A	03	S
LASST020000000000004	Local Area Unemployment Statistics	Unemployment: Alaska (S)	Alaska	A	04	S
LASST020000000000005	Local Area Unemployment Statistics	Employment: Alaska (S)	Alaska	A	05	S
LASST020000000000006	Local Area Unemployment Statistics	Labor Force: Alaska (S)	Alaska	A	06	S
LASST040000000000003	Local Area Unemployment Statistics	Unemployment Rate: Arizona (S)	Arizona	A	03	S
LASST040000000000004	Local Area Unemployment Statistics	Unemployment: Arizona (S)	Arizona	A	04	S
LASST040000000000005	Local Area Unemployment Statistics	Employment: Arizona (S)	Arizona	A	05	S
LASST040000000000006	Local Area Unemployment Statistics	Labor Force: Arizona (S)	Arizona	A	06	S
LASST050000000000003	Local Area Unemployment Statistics	Unemployment Rate: Arkansas (S)	Arkansas	A	03	S
LASST050000000000004	Local Area Unemployment Statistics	Unemployment: Arkansas (S)	Arkansas	A	04	S
LASST050000000000005	Local Area Unemployment Statistics	Employment: Arkansas (S)	Arkansas	A	05	S
LASST050000000000006	Local Area Unemployment Statistics	Labor Force: Arkansas (S)	Arkansas	A	06	S
LASST060000000000003	Local Area Unemployment Statistics	Unemployment Rate: California (S)	California	A	03	S
LASST060000000000004	Local Area Unemployment Statistics	Unemployment: California (S)	California	A	04	S
LASST060000000000005	Local Area Unemployment Statistics	Employment: California (S)	California	A	05	S
LASST060000000000006	Local Area Unemployment Statistics	Labor Force: California (S)	California	A	06	S
LASST080000000000003	Local Area Unemployment Statistics	Unemployment Rate: Colorado (S)	Colorado	A	03	S
LASST080000000000004	Local Area Unemployment Statistics	Unemployment: Colorado (S)	Colorado	A	04	S
LASST080000000000005	Local Area Unemployment Statistics	Employment: Colorado (S)	Colorado	A	05	S
LASST080000000000006	Local Area Unemployment Statistics	Labor Force: Colorado (S)	Colorado	A	06	S
LASST090000000000003	Local Area Unemployment Statistics	Unemployment Rate: Connecticut (S)	Connecticut	A	03	S
LASST090000000000004	Local Area Unemployment Statistics	Unemployment: Connecticut (S)	Connecticut	A	04	S
LASST090000000000005	Local Area Unemployment Statistics	Employment: Connecticut (S)	Connecticut	A	05	S
LASST090000000000006	Local Area Unemployment Statistics	Labor Force: Connecticut (S)	Connecticut	A	06	S
LASST100000000000003	Local Area Unemployment Statistics	Unemployment Rate: Delaware (S)	Delaware	A	03	S
LASST100000000000004	Local Area Unemployment Statistics	Unemployment: Delaware (S)	Delaware	A	04	S
LASST100000000000005	Local Area Unemployment Statistics	Employment: Delaware (S)	Delaware	A	05	S
LASST100000000000006	Local Area Unemployment Statistics	Labor Force: Delaware (S)	Delaware	A	06	S
LASST110000000000003	Local Area Unemployment Statistics	Unemployment Rate: District of Columbia (S)	District of Columbia	A	03	S
LASST110000000000004	Local Area Unemployment Statistics	Unemployment: District of Columbia (S)	District of Columbia	A	04	S
LASST110000000000005	Local Area Unemployment Statistics	Employment: District of Columbia (S)	District of Columbia	A	05	S
LASST110000000000006	Local Area Unemployment Statistics	Labor Force: District of Columbia (S)	District of Columbia	A	06	S
LASST120000000000003	Local Area Unemployment Statistics	Unemployment Rate: Florida (S)	Florida	A	03	S
LASST120000000000004	Local Area Unemployment Statistics	Unemployment: Florida (S)	Florida	A	04	S
LASST120000000000005	Local Area Unemployment Statistics	Employment: Florida (S)	Florida	A	05	S
LASST120000000000006	Local Area Unemployment Statistics	Labor Force: Florida (S)	Florida	A	06	S
LASST130000000000003	Local Area Unemployment Statistics	Unemployment Rate: Georgia (S)	Georgia	A	03	S
LASST130000000000004	Local Area Unemployment Statistics	Unemployment: Georgia (S)	Georgia	A	04	S
LASST130000000000005	Local Area Unemployment Statistics	Employment: Georgia (S)	Georgia	A	05	S
LASST130000000000006	Local Area Unemployment Statistics	Labor Force: Georgia (S)	Georgia	A	06	S
LASST150000000000003	Local Area Unemployment Statistics	Unemployment Rate: Hawaii (S)	Hawaii	A	03	S
LASST150000000000004	Local Area Unemployment Statistics	Unemployment: Hawaii (S)	Hawaii	A	04	S
LASST150000000000005	Local Area Unemployment Statistics	Employment: Hawaii (S)	Hawaii	A	05	S
LASST150000000000006	Local Area Unemployment Statistics	Labor Force: Hawaii (S)	Hawaii	A	06	S
LASST160000000000003	Local Area Unemployment Statistics	Unemployment Rate: Idaho (S)	Idaho	A	03	S
LASST160000000000004	Local Area Unemployment Statistics	Unemployment: Idaho (S)	Idaho	A	04	S
LASST160000000000005	Local Area Unemployment Statistics	Employment: Idaho (S)	Idaho	A	05	S
LASST160000000000006	Local Area Unemployment Statistics	Labor Force: Idaho (S)	Idaho	A	06	S
LASST170000000000003	Local Area Unemployment Statistics	Unemployment Rate: Illinois (S)	Illinois	A	03	S
LASST170000000000004	Local Area Unemployment Statistics	Unemployment: Illinois (S)	Illinois	A	04	S
LASST170000000000005	Local Area Unemployment Statistics	Employment: Illinois (S)	Illinois	A	05	S
LASST170000000000006	Local Area Unemployment Statistics	Labor Force: Illinois (S)	Illinois	A	06	S
LASST180000000000003	Local Area Unemployment Statistics	Unemployment Rate: Indiana (S)	Indiana	A	03	S
LASST180000000000004	Local Area Unemployment Statistics	Unemployment: Indiana (S)	Indiana	A	04	S
LASST180000000000005	Local Area Unemployment Statistics	Employment: Indiana (S)	Indiana	A	05	S
LASST180000000000006	Local Area Unemployment Statistics	Labor Force: Indiana (S)	Indiana	A	06	S
LASST190000000000003	Local Area Unemployment Statistics	Unemployment Rate: Iowa (S)	Iowa	A	03	S
LASST190000000000004	Local Area Unemployment Statistics	Unemployment: Iowa (S)	Iowa	A	04	S
LASST190000000000005	Local Area Unemployment Statistics	Employment: Iowa (S)	Iowa	A	05	S
LASST190000000000006	Local Area Unemployment Statistics	Labor Force: Iowa (S)	Iowa	A	06	S
LASST200000000000003	Local Area Unemployment Statistics	Unemployment Rate: Kansas (S)	Kansas	A	03	S
LASST200000000000004	Local Area Unemployment Statistics	Unemployment: Kansas (S)	Kansas	A	04	S
LASST200000000000005	Local Area Unemployment Statistics	Employment: Kansas (S)	Kansas	A	05	S
LASST200000000000006	Local Area Unemployment Statistics	Labor Force: Kansas (S)	Kansas	A	06	S
LASST210000000000003	Local Area Unemployment Statistics	Unemployment Rate: Kentucky (S)	Kentucky	A	03	S
LASST210000000000004	Local Area Unemployment Statistics	Unemployment: Kentucky (S)	Kentucky	A	04	S
LASST210000000000005	Local Area Unemployment Statistics	Employment: Kentucky (S)	Kentucky	A	05	S
LASST210000000000006	Local Area Unemployment Statistics	Labor Force: Kentucky (S)	Kentucky	A	06	S
LASST220000000000003	Local Area Unemployment Statistics	Unemployment Rate: Louisiana (S)	Louisiana	A	03	S
LASST220000000000004	Local Area Unemployment Statistics	Unemployment: Louisiana (S)	Louisiana	A	04	S
LASST220000000000005	Local Area Unemployment Statistics	Employment: Louisiana (S)	Louisiana	A	05	S
LASST220000000000006	Local Area Unemployment Statistics	Labor Force: Louisiana (S)	Louisiana	A	06	S
LASST230000000000003	Local Area Unemployment Statistics	Unemployment Rate: Maine (S)	Maine	A	03	S
LASST230000000000004	Local Area Unemployment Statistics	Unemployment: Maine (S)	Maine	A	04	S
LASST230000000000005	Local Area Unemployment Statistics	Employment: Maine (S)	Maine	A	05	S
LASST230000000000006	Local Area Unemployment Statistics	Labor Force: Maine (S)	Maine	A	06	S
LASST240000000000003	Local Area Unemployment Statistics	Unemployment Rate: Maryland (S)	Maryland	A	03	S
LASST240000000000004	Local Area Unemployment Statistics	Unemployment: Maryland (S)	Maryland	A	04	S
LASST240000000000005	Local Area Unemployment Statistics	Employment: Maryland (S)	Maryland	A	05	S
LASST240000000000006	Local Area Unemployment Statistics	Labor Force: Maryland (S)	Maryland	A	06	S
LASST250000000000003	Local Area Unemployment Statistics	Unemployment Rate: Massachusetts (S)	Massachusetts	A	03	S
LASST250000000000004	Local Area Unemployment Statistics	Unemployment: Massachusetts (S)	Massachusetts	A	04	S
LASST250000000000005	Local Area Unemployment Statistics	Employment: Massachusetts (S)	Massachusetts	A	05	S
LASST250000000000006	Local Area Unemployment Statistics	Labor Force: Massachusetts (S)	Massachusetts	A	06	S
LASST260000000000003	Local Area Unemployment Statistics	Unemployment Rate: Michigan (S)	Michigan	A	03	S
LASST260000000000004	Local Area Unemployment Statistics	Unemployment: Michigan (S)	Michigan	A	04	S
